path,c1,c2,c3,c4,c5,c6,c7,c8,c9,Outcome,,,
SHH,8.5,4.5,10.5,5.5,4.5,4.5,7.5,10.5,1.5,yes,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
SHH,10.5,10.5,10.5,7.5,9.5,10.5,7.5,10.5,10.5,yes,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
SHH,8.5,3.5,4.5,9.5,3.5,10.5,3.5,3.5,1.5,yes,,,
SHH,10.5,8.5,4.5,4.5,4.5,10.5,3.5,10.5,4.5,yes,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
SHH,7.5,8.5,7.5,6.5,4.5,3.5,8.5,8.5,4.5,no,,,
SHH,3.5,1.5,1.5,1.5,2.5,5.5,5.5,1.5,1.5,yes,,,
SHH,2.5,1.5,1.5,1.5,3.5,1.5,2.5,1.5,1.5,no,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
SHH,8.5,6.5,4.5,10.5,10.5,1.5,3.5,5.5,1.5,yes,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
SHH,1.5,1.5,1.5,1.5,1.5,1.5,2.5,1.5,1.5,no,,,
SHH,4.5,6.5,5.5,6.5,7.5,0.5,4.5,9.5,1.5,yes,,,
SHH,5.5,5.5,5.5,2.5,5.5,10.5,4.5,3.5,1.5,yes,,,
SHH,6.5,8.5,7.5,8.5,6.5,8.5,8.5,9.5,1.5,yes,,,
SHH,1.5,1.5,1.5,1.5,5.5,1.5,3.5,1.5,1.5,yes,,,
SHH,4.5,4.5,4.5,4.5,6.5,5.5,7.5,3.5,1.5,yes,,,
SHH,7.5,6.5,3.5,2.5,5.5,10.5,7.5,4.5,6.5,yes,,,
SHH,3.5,1.5,1.5,1.5,2.5,0.5,3.5,1.5,1.5,no,,,
SHH,3.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
SHH,5.5,4.5,6.5,10.5,2.5,10.5,4.5,1.5,1.5,yes,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
SHH,3.5,2.5,2.5,1.5,2.5,1.5,2.5,3.5,1.5,no,,,
SHH,10.5,1.5,1.5,1.5,2.5,10.5,5.5,4.5,1.5,yes,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
SHH,8.5,10.5,3.5,2.5,6.5,4.5,3.5,10.5,1.5,yes,,,
SHH,10.5,4.5,6.5,4.5,5.5,10.5,7.5,1.5,1.5,yes,,,
SHH,10.5,4.5,7.5,2.5,2.5,8.5,6.5,1.5,1.5,yes,,,
SHH,5.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,2.5,yes,,,
SHH,5.5,2.5,2.5,2.5,2.5,1.5,2.5,2.5,1.5,yes,,,
SHH,5.5,4.5,6.5,6.5,4.5,10.5,4.5,3.5,1.5,yes,,,
SHH,8.5,6.5,7.5,3.5,3.5,10.5,3.5,4.5,2.5,yes,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
SHH,6.5,5.5,5.5,8.5,4.5,10.5,3.5,4.5,1.5,yes,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
SHH,1.5,1.5,1.5,1.5,1.5,1.5,2.5,1.5,1.5,no,,,
SHH,8.5,5.5,5.5,5.5,2.5,10.5,4.5,3.5,1.5,yes,,,
SHH,10.5,3.5,3.5,1.5,2.5,10.5,7.5,6.5,1.5,yes,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
SHH,2.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
SHH,7.5,6.5,4.5,8.5,10.5,10.5,9.5,5.5,3.5,yes,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
SHH,5.5,2.5,2.5,2.5,3.5,1.5,1.5,3.5,1.5,no,,,
SHH,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,1.5,no,,,
SHH,3.5,4.5,4.5,10.5,5.5,1.5,3.5,3.5,1.5,yes,,,
SHH,4.5,2.5,3.5,5.5,3.5,8.5,7.5,6.5,1.5,yes,,,
SHH,5.5,1.5,1.5,3.5,2.5,1.5,1.5,1.5,1.5,yes,,,
SHH,2.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
SHH,3.5,4.5,5.5,3.5,7.5,3.5,4.5,6.5,1.5,yes,,,
SHH,2.5,7.5,10.5,10.5,7.5,10.5,4.5,9.5,4.5,yes,,,
SHH,1.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
SHH,4.5,1.5,1.5,1.5,3.5,1.5,2.5,2.5,1.5,no,,,
SHH,5.5,3.5,3.5,1.5,3.5,3.5,3.5,3.5,3.5,yes,,,
SHH,8.5,10.5,10.5,7.5,10.5,10.5,7.5,3.5,8.5,yes,,,
SHH,8.5,10.5,5.5,3.5,8.5,4.5,4.5,10.5,3.5,yes,,,
SHH,10.5,3.5,5.5,4.5,3.5,7.5,3.5,5.5,3.5,yes,,,
SHH,6.5,10.5,10.5,10.5,10.5,10.5,8.5,10.5,10.5,yes,,,
SHH,3.5,10.5,3.5,10.5,6.5,10.5,5.5,1.5,4.5,yes,,,
SHH,3.5,2.5,2.5,1.5,4.5,3.5,2.5,1.5,1.5,no,,,
SHH,4.5,4.5,4.5,2.5,2.5,3.5,2.5,1.5,1.5,no,,,
SHH,2.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
SHH,2.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
SHH,6.5,10.5,10.5,10.5,8.5,10.5,7.5,10.5,7.5,yes,,,
SHH,5.5,8.5,8.5,10.5,5.5,10.5,8.5,10.5,3.5,yes,,,
SHH,1.5,1.5,3.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
SHH,1.5,1.5,3.5,1.5,1.5,1.5,2.5,1.5,1.5,no,,,
SHH,4.5,3.5,2.5,1.5,3.5,1.5,2.5,1.5,1.5,no,,,
SHH,1.5,1.5,3.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
SHH,4.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
SHH,5.5,1.5,1.5,2.5,2.5,1.5,2.5,1.5,1.5,yes,,,
TNF,3.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,1.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
TNF,1.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,1.5,1.5,1.5,1.5,1.5,1.5,2.5,1.5,1.5,no,,,
TNF,3.5,1.5,1.5,4.5,3.5,1.5,2.5,2.5,1.5,no,,,
TNF,5.5,3.5,4.5,1.5,4.5,1.5,3.5,1.5,1.5,yes,,,
TNF,1.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
TNF,10.5,6.5,3.5,6.5,4.5,10.5,7.5,8.5,4.5,yes,,,
TNF,3.5,2.5,2.5,2.5,2.5,1.5,3.5,2.5,1.5,no,,,
TNF,2.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
TNF,2.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
TNF,3.5,3.5,2.5,2.5,3.5,1.5,1.5,2.5,3.5,no,,,
TNF,7.5,6.5,6.5,3.5,2.5,10.5,7.5,1.5,1.5,yes,,,
TNF,5.5,3.5,3.5,2.5,3.5,1.5,3.5,1.5,1.5,yes,,,
TNF,2.5,1.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,no,,,
TNF,5.5,1.5,1.5,1.5,3.5,2.5,2.5,2.5,1.5,yes,,,
TNF,1.5,1.5,1.5,2.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,10.5,8.5,7.5,4.5,3.5,10.5,7.5,9.5,1.5,yes,,,
TNF,3.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,no,,,
TNF,1.5,2.5,3.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,3.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,3.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
TNF,4.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
TNF,3.5,2.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,no,,,
TNF,1.5,2.5,3.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
TNF,3.5,10.5,8.5,7.5,6.5,9.5,9.5,3.5,8.5,yes,,,
TNF,3.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
TNF,5.5,3.5,3.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,3.5,1.5,1.5,1.5,2.5,4.5,1.5,1.5,1.5,no,,,
TNF,1.5,2.5,1.5,3.5,2.5,1.5,1.5,2.5,1.5,no,,,
TNF,1.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,4.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,1.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,2.5,3.5,2.5,2.5,2.5,2.5,3.5,1.5,1.5,no,,,
TNF,3.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,1.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,1.5,1.5,1.5,1.5,1.5,0.5,2.5,1.5,1.5,no,,,
TNF,10.5,10.5,10.5,6.5,8.5,4.5,8.5,5.5,1.5,yes,,,
TNF,5.5,1.5,2.5,1.5,2.5,1.5,3.5,1.5,1.5,yes,,,
TNF,8.5,5.5,6.5,2.5,3.5,10.5,6.5,6.5,1.5,yes,,,
TNF,3.5,3.5,2.5,6.5,3.5,3.5,3.5,5.5,1.5,yes,,,
TNF,8.5,7.5,8.5,5.5,10.5,10.5,7.5,2.5,1.5,yes,,,
TNF,1.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,5.5,2.5,2.5,2.5,2.5,2.5,3.5,2.5,2.5,no,,,
TNF,2.5,3.5,1.5,1.5,5.5,1.5,1.5,1.5,1.5,yes,,,
TNF,3.5,2.5,2.5,3.5,2.5,3.5,3.5,1.5,1.5,no,,,
TNF,10.5,10.5,10.5,7.5,10.5,10.5,8.5,2.5,1.5,yes,,,
TNF,4.5,3.5,3.5,1.5,2.5,1.5,3.5,3.5,1.5,no,,,
TNF,5.5,1.5,3.5,1.5,2.5,1.5,2.5,1.5,1.5,yes,,,
TNF,3.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
TNF,9.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,1.5,yes,,,
TNF,5.5,3.5,6.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
TNF,8.5,7.5,8.5,2.5,4.5,2.5,5.5,10.5,1.5,yes,,,
TNF,1.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,2.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
TNF,1.5,3.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,no,,,
TNF,5.5,1.5,1.5,3.5,4.5,1.5,3.5,2.5,1.5,yes,,,
TNF,5.5,1.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,yes,,,
TNF,3.5,2.5,2.5,3.5,2.5,1.5,1.5,1.5,1.5,no,,,
TNF,6.5,9.5,7.5,5.5,5.5,8.5,4.5,2.5,1.5,yes,,,
TNF,10.5,8.5,10.5,1.5,3.5,10.5,5.5,1.5,1.5,yes,,,
TNF,10.5,10.5,10.5,1.5,6.5,1.5,2.5,8.5,1.5,yes,,,
TNF,4.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
TNF,4.5,1.5,3.5,3.5,2.5,1.5,1.5,1.5,1.5,no,,,
TNF,5.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
TNF,10.5,4.5,3.5,10.5,4.5,10.5,10.5,1.5,1.5,yes,,,
TNF,5.5,2.5,2.5,4.5,2.5,4.5,1.5,1.5,1.5,yes,,,
TNF,1.5,1.5,1.5,3.5,2.5,3.5,1.5,1.5,1.5,no,,,
TNF,1.5,1.5,1.5,1.5,2.5,2.5,1.5,1.5,1.5,no,,,
TNF,5.5,1.5,1.5,6.5,3.5,1.5,2.5,1.5,1.5,yes,,,
TNF,2.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
TNF,1.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
TNF,5.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
TNF,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,no,,,
WNT,5.5,7.5,9.5,8.5,6.5,10.5,8.5,10.5,1.5,yes,,,
WNT,4.5,1.5,1.5,3.5,1.5,1.5,2.5,1.5,1.5,no,,,
WNT,5.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
WNT,3.5,1.5,1.5,3.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,4.5,5.5,5.5,8.5,6.5,10.5,10.5,7.5,1.5,yes,,,
WNT,2.5,3.5,1.5,1.5,3.5,1.5,1.5,1.5,1.5,no,,,
WNT,10.5,2.5,2.5,1.5,2.5,6.5,1.5,1.5,2.5,yes,,,
WNT,10.5,6.5,5.5,8.5,5.5,10.5,8.5,6.5,1.5,yes,,,
WNT,8.5,8.5,9.5,6.5,6.5,3.5,10.5,10.5,1.5,yes,,,
WNT,5.5,1.5,2.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
WNT,5.5,1.5,3.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
WNT,5.5,1.5,1.5,3.5,2.5,1.5,1.5,1.5,1.5,yes,,,
WNT,3.5,1.5,1.5,1.5,2.5,5.5,1.5,1.5,1.5,yes,,,
WNT,6.5,1.5,1.5,3.5,2.5,1.5,1.5,1.5,1.5,yes,,,
WNT,4.5,1.5,1.5,1.5,2.5,1.5,1.5,2.5,1.5,no,,,
WNT,4.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,10.5,9.5,8.5,7.5,6.5,4.5,7.5,10.5,3.5,yes,,,
WNT,10.5,6.5,6.5,2.5,4.5,10.5,9.5,7.5,1.5,yes,,,
WNT,6.5,6.5,6.5,5.5,4.5,10.5,7.5,6.5,2.5,yes,,,
WNT,4.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,1.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
WNT,3.5,1.5,1.5,1.5,1.5,1.5,2.5,1.5,1.5,no,,,
WNT,6.5,1.5,1.5,3.5,2.5,1.5,1.5,1.5,1.5,yes,,,
WNT,6.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,yes,,,
WNT,4.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,5.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
WNT,3.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,4.5,1.5,2.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,4.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,5.5,2.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
WNT,4.5,8.5,7.5,10.5,4.5,10.5,7.5,5.5,1.5,yes,,,
WNT,5.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,yes,,,
WNT,5.5,3.5,2.5,4.5,2.5,1.5,1.5,1.5,1.5,yes,,,
WNT,9.5,10.5,10.5,10.5,10.5,5.5,10.5,10.5,10.5,yes,,,
WNT,8.5,7.5,8.5,5.5,5.5,10.5,9.5,10.5,1.5,yes,,,
WNT,5.5,1.5,2.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
WNT,1.5,1.5,1.5,3.5,1.5,3.5,1.5,1.5,1.5,no,,,
WNT,3.5,1.5,1.5,1.5,1.5,1.5,2.5,1.5,1.5,no,,,
WNT,10.5,10.5,10.5,10.5,6.5,10.5,8.5,1.5,5.5,yes,,,
WNT,3.5,6.5,4.5,10.5,3.5,3.5,3.5,4.5,1.5,yes,,,
WNT,6.5,3.5,2.5,1.5,3.5,4.5,4.5,1.5,1.5,yes,,,
WNT,1.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,5.5,8.5,9.5,4.5,3.5,10.5,7.5,1.5,1.5,yes,,,
WNT,4.5,1.5,1.5,1.5,1.5,1.5,2.5,1.5,1.5,no,,,
WNT,5.5,10.5,10.5,10.5,6.5,10.5,6.5,5.5,2.5,yes,,,
WNT,5.5,1.5,2.5,10.5,4.5,5.5,2.5,1.5,1.5,yes,,,
WNT,3.5,1.5,1.5,1.5,1.5,1.5,2.5,1.5,1.5,no,,,
WNT,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,no,,,
WNT,4.5,2.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,4.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
WNT,4.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
WNT,6.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,yes,,,
WNT,4.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
WNT,4.5,1.5,1.5,2.5,2.5,1.5,2.5,1.5,1.5,no,,,
WNT,4.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
WNT,1.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,3.5,3.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,8.5,10.5,10.5,10.5,7.5,5.5,4.5,8.5,7.5,yes,,,
WNT,1.5,1.5,1.5,1.5,2.5,4.5,1.5,1.5,1.5,no,,,
WNT,5.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
WNT,2.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,1.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,5.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,yes,,,
WNT,5.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
WNT,3.5,1.5,1.5,1.5,1.5,1.5,2.5,1.5,1.5,no,,,
WNT,6.5,6.5,7.5,10.5,3.5,10.5,8.5,10.5,2.5,yes,,,
WNT,4.5,10.5,4.5,7.5,3.5,10.5,9.5,10.5,1.5,yes,,,
WNT,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,no,,,
WNT,1.5,1.5,1.5,1.5,1.5,1.5,2.5,1.5,1.5,no,,,
WNT,3.5,1.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,no,,,
WNT,4.5,7.5,8.5,3.5,4.5,10.5,9.5,1.5,1.5,yes,,,
WNT,1.5,1.5,1.5,1.5,3.5,1.5,1.5,1.5,1.5,no,,,
WNT,4.5,1.5,1.5,1.5,3.5,1.5,1.5,1.5,1.5,no,,,
WNT,10.5,4.5,5.5,4.5,3.5,5.5,7.5,3.5,1.5,yes,,,
WNT,7.5,5.5,6.5,10.5,4.5,10.5,5.5,3.5,1.5,yes,,,
MTOR,3.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,3.5,1.5,1.5,2.5,2.5,1.5,1.5,1.5,1.5,no,,,
MTOR,4.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
MTOR,4.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
MTOR,6.5,1.5,3.5,2.5,2.5,1.5,1.5,1.5,1.5,yes,,,
MTOR,4.5,1.5,1.5,1.5,1.5,1.5,2.5,1.5,1.5,no,,,
MTOR,7.5,4.5,4.5,3.5,4.5,10.5,6.5,9.5,1.5,yes,,,
MTOR,4.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,1.5,1.5,1.5,1.5,1.5,1.5,3.5,1.5,1.5,no,,,
MTOR,3.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,2.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,1.5,1.5,3.5,2.5,2.5,1.5,3.5,1.5,1.5,no,,,
MTOR,5.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,yes,,,
MTOR,5.5,1.5,2.5,1.5,2.5,1.5,3.5,1.5,1.5,yes,,,
MTOR,4.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,6.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,yes,,,
MTOR,5.5,1.5,1.5,1.5,2.5,2.5,2.5,1.5,1.5,yes,,,
MTOR,3.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
MTOR,5.5,3.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
MTOR,4.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,2.5,1.5,3.5,2.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,5.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,yes,,,
MTOR,6.5,10.5,10.5,10.5,4.5,10.5,7.5,10.5,1.5,yes,,,
MTOR,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,no,,,
MTOR,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,no,,,
MTOR,7.5,8.5,3.5,7.5,4.5,5.5,7.5,8.5,2.5,yes,,,
MTOR,3.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,1.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
MTOR,3.5,2.5,2.5,2.5,2.5,1.5,4.5,2.5,1.5,no,,,
MTOR,4.5,4.5,2.5,1.5,2.5,5.5,2.5,1.5,2.5,no,,,
MTOR,3.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
MTOR,4.5,3.5,1.5,1.5,2.5,1.5,4.5,8.5,1.5,no,,,
MTOR,5.5,2.5,2.5,2.5,1.5,1.5,2.5,1.5,1.5,yes,,,
MTOR,5.5,1.5,1.5,3.5,2.5,1.5,1.5,1.5,1.5,yes,,,
MTOR,2.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,5.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,yes,,,
MTOR,5.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,yes,,,
MTOR,5.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,yes,,,
MTOR,1.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
MTOR,3.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,4.5,1.5,1.5,1.5,2.5,1.5,3.5,2.5,1.5,no,,,
MTOR,5.5,7.5,10.5,10.5,5.5,10.5,10.5,10.5,1.5,yes,,,
MTOR,3.5,1.5,2.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
MTOR,4.5,1.5,1.5,1.5,2.5,3.5,2.5,1.5,1.5,no,,,
MTOR,8.5,4.5,4.5,1.5,6.5,10.5,2.5,5.5,2.5,yes,,,
MTOR,10.5,10.5,8.5,10.5,6.5,5.5,10.5,3.5,1.5,yes,,,
MTOR,8.5,10.5,4.5,4.5,8.5,10.5,8.5,2.5,1.5,yes,,,
MTOR,7.5,6.5,10.5,5.5,3.5,10.5,9.5,10.5,2.5,yes,,,
MTOR,3.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,1.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,10.5,9.5,7.5,3.5,4.5,2.5,7.5,7.5,1.5,yes,,,
MTOR,5.5,1.5,2.5,1.5,2.5,1.5,3.5,1.5,1.5,yes,,,
MTOR,5.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,yes,,,
MTOR,1.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,1.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,1.5,1.5,1.5,1.5,2.5,1.5,3.5,1.5,1.5,no,,,
MTOR,5.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,yes,,,
MTOR,5.5,7.5,10.5,6.5,5.5,10.5,7.5,5.5,1.5,yes,,,
MTOR,6.5,10.5,5.5,5.5,4.5,10.5,6.5,10.5,1.5,yes,,,
MTOR,3.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
MTOR,5.5,1.5,1.5,6.5,3.5,1.5,1.5,1.5,1.5,yes,,,
MTOR,1.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,no,,,
MTOR,8.5,10.5,10.5,10.5,6.5,10.5,10.5,10.5,1.5,yes,,,
MTOR,5.5,1.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,yes,,,
MTOR,9.5,8.5,8.5,9.5,6.5,3.5,4.5,1.5,1.5,yes,,,
MTOR,5.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
MTOR,4.5,10.5,8.5,5.5,4.5,1.5,10.5,1.5,1.5,yes,,,
MTOR,2.5,5.5,7.5,6.5,4.5,10.5,7.5,6.5,1.5,yes,,,
MTOR,10.5,3.5,4.5,5.5,3.5,10.5,4.5,1.5,1.5,yes,,,
MTOR,5.5,1.5,2.5,1.5,2.5,1.5,1.5,1.5,1.5,yes,,,
MTOR,4.5,8.5,6.5,3.5,4.5,10.5,7.5,1.5,1.5,yes,,,
MTOR,5.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,yes,,,
MTOR,4.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,5.5,1.5,3.5,1.5,2.5,1.5,3.5,1.5,1.5,yes,,,
MTOR,3.5,1.5,1.5,1.5,2.5,1.5,2.5,1.5,1.5,no,,,
MTOR,5.5,2.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,yes,,,
